maheshaa_Intonation_L1_25.npy,True
maheshaa_Intonation_L2_13.npy,True
maheshaa_Intonation_L3_3.npy,True
maheshaa_Intonation_L4_6.npy,True
maheshaa_Intonation_L4_9.npy,True
maheshaa_Phoneme_L1_120-2.npy,True
maheshaa_Phoneme_L1_122-1.npy,True
maheshaa_Phoneme_L1_135-2.npy,True
maheshaa_Phoneme_L1_139-1.npy,True
maheshaa_Phoneme_L1_28-2.npy,True
maheshaa_Phoneme_L1_40-1.npy,True
maheshaa_Phoneme_L1_61-1.npy,True
maheshaa_Phoneme_L1_70-1.npy,True
maheshaa_Phoneme_L1_72-1.npy,True
maheshaa_Phoneme_L1_8-1.npy,True
maheshaa_Phoneme_L1_88-2.npy,True
maheshaa_Phoneme_L1_99-1.npy,True
maheshaa_Phoneme_L2_38-2.npy,True
maheshaa_Phoneme_L2_4-2.npy,True
maheshaa_Phoneme_L2_52-1.npy,True
maheshaa_Phoneme_L2_57-1.npy,True
maheshaa_Phoneme_L2_67-2.npy,True
maheshaa_Phoneme_L2_73-1.npy,True
maheshaa_Phoneme_L2_84-1.npy,True
maheshaa_Phoneme_L2_93-1.npy,True
maheshaa_Phoneme_L2_98-2.npy,True
maheshaa_Phoneme_L4_13-1.npy,True
maheshaa_Phoneme_L4_17-1.npy,True
maheshaa_Phoneme_L4_26-1.npy,True
maheshaa_Phoneme_L5_17-2.npy,True
maheshaa_Phoneme_L5_30-2.npy,True
maheshaa_Phoneme_L5_6-2.npy,True
maheshaa_Phoneme_L5_60-2.npy,True
maheshaa_Phoneme_L5_62-2.npy,True
maheshaa_Phoneme_L5_77-2.npy,True
maheshaa_Phoneme_L5_79-1.npy,True
maheshaa_Phoneme_L5_93-1.npy,True
maheshaa_Phoneme_L5_93-2.npy,True
maheshaa_Phoneme_L6_1-1.npy,True
maheshaa_Phoneme_L6_17-3.npy,True
maheshaa_Phoneme_L6_21-4.npy,True
maheshaa_Phoneme_L6_23-2.npy,True
maheshaa_Phoneme_L6_23-4.npy,True
maheshaa_Phoneme_L6_25-2.npy,True
maheshaa_Phoneme_L6_3-2.npy,True
maheshaa_Phoneme_L8_1-2.npy,True
maheshaa_Phoneme_L8_21-2.npy,True
maheshaa_Phoneme_L8_32-2.npy,True
maheshaa_Phoneme_L8_33-2.npy,True
maheshaa_Phoneme_L8_36-1.npy,True
maheshaa_Phoneme_L8_37-1.npy,True
maheshaa_Phoneme_L8_39-1.npy,True
maheshaa_Sentence_L1_17.npy,True
maheshaa_Sentence_L1_42.npy,True
maheshaa_Sentence_L1_51.npy,True
maheshaa_Sentence_L1_65.npy,True
maheshaa_Sentence_L2_58.npy,True
maheshaa_Sentence_L2_59.npy,True
maheshaa_Sentence_L2_81.npy,True
maheshaa_Sentence_L3_10.npy,True
maheshaa_Sentence_L3_24.npy,True
maheshaa_Sentence_L3_28.npy,True
maheshaa_Sentence_L3_52.npy,True
maheshaa_Sentence_L4_17.npy,True
maheshaa_Stress_L2_19.npy,True
maheshaa_Stress_L2_23.npy,True
maheshaa_Stress_L3_10.npy,True
maheshaa_Stress_L3_26.npy,True
maheshaa_Stress_L4_18.npy,True
maheshaa_Stress_L4_20.npy,True
maheshaa_Stress_L4_7.npy,True
